subscriptionId,data
5ecbb3a5da4bdd1a2c24e686,"[{""id"":""puntoMedida_520_tra"",""type"":""TrafficFlowObserved"",""TimeInstant"":{""type"":""DateTime"",""value"":""2021-11-27T10:31:08.826Z"",""metadata"":{}},""name"":{""type"":""Text"",""value"":"""",""metadata"":{}},""intensity"":{""type"":""Number"",""value"":1044,""metadata"":{""TimeInstant"":{""type"":""DateTime"",""value"":""2021-11-27T10:31:08.826Z""}}},""fiabilidad_intensidad"":{""type"":""Number"",""value"":100,""metadata"":{""TimeInstant"":{""type"":""DateTime"",""value"":""2021-11-27T10:31:08.826Z""}}}}]"
